"GeneID","LWC142","LWC143","LWC148","LWC153","LWC157","LWC162"
"ARHGAP36",16,212,30,121,598,131
"ARHGAP39",8,39,4,4,6,1
"ARHGAP40",1,15,1,9,2,2
"ARHGAP42",1,15,2,3,7,4
"ARHGAP44",0,35,0,0,0,0
"ARHGAP45",139,712,95,408,1217,363
"ARHGAP5",1034,1141,1920,837,1062,1128
"ARHGAP6",91,163,57,59,167,67
"ARHGAP8",2,22,7,464,7,8
"ARHGDIA",160,296,121,420,678,257
"ARHGDIB",54,108,52,68,348,66
"ARHGDIG",0,19,2,6,10,2
"ARHGEF10",93,126,59,56,108,47
"ARHGEF10L",2,41,0,1,13,8
"ARHGEF11",4,87,8,20,71,15
"ARHGEF12",3701,6085,2703,6059,7300,3980
"ARHGEF16",0,39,0,1,2,1
"ARHGEF17",2,50,0,3,5,0
"ARHGEF2",13,82,17,35,157,38
"ARHGEF26",41,45,12,32,41,27
"ARHGEF28",0,15,8,5,7,2
"ARHGEF3",139,145,156,99,162,95
"ARHGEF33",40,42,10,39,57,34
"ARHGEF37",0,15,0,0,1,0
"ARHGEF38",24,16,7,15,24,16
"ARHGEF39",7,12,13,27,60,18
"ARHGEF4",247,294,174,228,375,143
"ARHGEF5",0,15,0,0,2,0
"ARHGEF6",220,250,116,137,392,74
"ARHGEF7",285,363,301,228,318,353
"ARHGEF9",4,37,0,3,4,1
"ARID1A",753,1470,540,1355,2044,1064
"ARID1B",1184,1119,755,1655,1733,1008
"ARID2",5465,5272,4206,4655,5304,3489
"ARID3A",89,175,67,191,444,354
"ARID3B",351,636,435,842,1034,637
"ARID3C",0,13,0,0,0,1
"ARID4B",4275,5412,3744,4179,4433,2619
"ARID5A",19,69,2,60,68,24
"ARID5B",12,62,5,19,52,14
"ARIH1",7581,7874,5861,9323,13179,5097
"ARIH2",4359,5297,3180,5695,4300,2710
"ARL1",428,616,266,587,694,302
"ARL10",16,48,12,20,70,38
"ARL11",8,4,21,10,32,11
"ARL13A",1,19,0,0,1,0
"ARL13B",957,1240,1567,1557,1679,1329
"ARL14",0,0,0,0,0,0
"ARL14EPL",0,3,0,0,2,0
"ARL15",585,1076,442,1290,589,365
"ARL16",100,816,593,561,1227,1869
"ARL3",1159,2057,625,2269,2511,811
"ARL4A",14037,21302,27018,20792,16454,24698
"ARL4C",9,42,10,51,114,57
"ARL5A",2870,3603,2593,4131,4772,2782
"ARL5B",1238,1540,1116,1303,1214,929
"ARL6",0,3,0,3,1,4
"ARL6IP1",1759,1873,2011,1849,2266,1610
"ARL6IP4",397,567,303,624,686,295
"ARL6IP5",3301,3726,5008,3753,4379,4451
"ARL8A",367,1048,295,910,1129,512
"ARL8B",1574,2918,1043,2237,2309,976
"ARL9",85,126,45,356,162,104
"ARMC1",2217,3438,1397,2515,4325,1514
"ARMC10",784,612,1344,607,474,530
"ARMC2",17,502,63,30,64,199
"ARMC3",3,12,1,0,2,2
"ARMC6",211,248,171,251,205,222
"ARMC7",116,62,204,135,169,202
"ARMC8",5995,7892,4425,6707,7638,4287
"ARMC9",433,418,79,615,288,193
"ARMH1",50,59,43,47,95,51
"ARMH3",5164,6004,3757,4956,7092,3154
"ARMH4",2,28,4,4,8,1
"ARMT1",2443,2797,2750,2475,2844,2453
"ARNT2",4,19,2,15,30,5
"ARNTL",1160,1417,824,1203,1358,822
"ARNTL2",159,152,205,154,272,226
"ARPC1A",1797,2117,2763,2203,3197,3284
"ARPC1B",37,87,24,117,163,122
"ARPC2",1242,1370,1499,1634,2479,1384
"ARPC3",1206,1193,1666,882,2229,2086
"ARPC4",2912,3791,2286,3706,4971,3287
"ARPC5",235,392,108,188,767,223
"ARPC5L",169,358,157,202,498,208
"ARPP19",5259,6822,5163,8348,8456,4749
"ARPP21",13,65,18,15,16,14
"ARR3",27,60,17,18,39,72
"ARRB1",58,256,61,133,490,147
"ARRDC1",14,112,17,40,126,55
"ARRDC2",971,2147,1048,2934,1937,1631
"ARRDC3",7356,9524,8296,17257,8801,4877
"ARRDC4",734,719,597,573,1073,691
"ARRDC5",0,6,0,0,0,0
"ARSA",0,0,0,3,3,0
"ARSB",44,53,44,47,134,39
"ARSG",2480,5309,1126,4114,3931,2370
"ARSI",0,12,0,0,0,0
"ARSJ",14,16,0,11,10,6
"ARSK",595,784,482,1638,838,459
"ART1",0,12,1,4,0,1
"ART4",10659,16987,9798,9722,13223,7335
"ARTN",1,26,3,5,0,0
"ARV1",417,463,264,439,383,236
"ARVCF",2865,2460,1049,1401,2294,728
"ARX",0,27,0,3,0,2
"AS3MT",2,33,1,8,22,1
"ASAH1",2888,3122,1673,3087,3585,2235
"ASAP1",486,666,432,477,1032,450
"ASAP2",69,72,48,22,105,22
"ASAP3",1,49,2,2,3,1
"ASB1",72,142,75,155,126,154
"ASB10",0,10,1,928,4,0
"ASB11",0,8,0,3,0,0
"ASB12",70,229,82,150,253,93
"ASB13",144,267,325,311,575,586
"ASB14",493,272,213,128,247,203
"ASB15",28,39,43,25,49,62
"ASB16",8,31,6,18,13,2
"ASB18",0,8,0,0,0,0
"ASB2",19,52,15,22,53,24
"ASB3",432,496,376,493,490,364
"ASB4",0,4,0,0,0,0
"ASB5",407,423,420,393,488,348
"ASB6",732,1630,1345,1903,3068,2685
"ASB7",1704,1678,1286,1418,2087,1173
"ASB9",184,139,576,159,442,721
"ASCC1",1016,951,737,922,1036,619
"ASCC2",2059,1753,2405,3188,2326,1921
"ASCL1",0,13,0,0,0,1
"ASCL2",0,24,0,0,0,0
"ASCL3",361,576,300,700,673,312
"ASCL4",2,1,1,5,3,0
"ASDURF",16,32,30,30,48,37
"ASF1A",886,1133,1090,1015,1078,805
"ASH1L",14670,20681,8560,16261,19877,7827
"ASH2L",1019,1539,620,1347,1904,916
"ASIC1",0,51,0,2,0,0
"ASIC2",9,22,8,11,33,19
"ASIC3",6,48,13,65,28,16
"ASIC4",0,44,3,0,16,25
"ASIC5",0,4,0,0,0,0
"ASMT",10,39,2,7,30,1
"ASMTL",875,1357,1260,1469,1633,1487
"ASNS",750,910,2307,1993,1621,2807
"ASNSD1",246,333,276,328,351,388
"ASPA",8,10,5,2,17,6
"ASPDH",25,30,7,21,48,25
"ASPG",8,11,9,10,15,21
"ASPH",116,232,145,54,238,129
"ASPHD2",7,94,14,112,116,50
"ASPM",651,610,481,457,657,672
"ASPN",81,48,16,19,21,12
"ASPSCR1",399,663,275,532,654,293
"ASRGL1",33,55,56,239,53,89
"ASS1",55,139,18,42,173,47
"ASTE1",278,461,301,669,462,515
"ASTN1",1,38,0,0,1,0
"ASTN2",26,65,13,47,49,65
"ASXL1",453,555,267,973,825,419
"ASXL2",3294,4562,2070,3151,4693,1924
"ASXL3",8,25,11,13,10,8
"ASZ1",0,8,10,2,0,3
"ATAD1",1881,3011,1854,3721,4510,2677
"ATAD2",2126,2729,2292,2307,3598,3007
"ATAD2B",4296,4503,3747,4528,4622,3148
"ATAD5",1329,2453,783,1274,1616,610
"ATCAY",1,15,0,0,3,0
"ATE1",2278,2134,2166,2283,2659,2039
"ATF1",1790,2093,1215,1824,2398,1302
"ATF2",3640,3723,2629,3431,3812,2083
"ATF3",96,345,171,222,405,296
"ATF4",7335,11345,11937,11645,17609,11423
"ATF6",984,2439,908,2613,3565,1358
"ATF7IP2",4,20,2,17,2,2
"ATG10",18,28,5,27,9,17
"ATG101",535,921,810,1103,1524,1192
"ATG12",1123,1872,1224,3688,2963,1151
"ATG13",1523,2055,1576,2432,2893,1919
"ATG14",988,949,810,1358,1279,749
"ATG16L1",1172,1525,869,2135,2768,1043
"ATG2B",10056,14242,8637,14798,18211,7351
"ATG3",3368,3337,3365,2703,3230,2058
"ATG4A",852,887,522,756,940,601
"ATG4B",1394,1507,1146,1496,2268,1642
"ATG4C",1585,1725,713,1560,1728,755
"ATG5",5182,3276,5845,8583,3960,4772
"ATG7",3941,5114,3221,4585,4986,2556
"ATG9A",591,2134,650,3018,4493,1749
"ATG9B",7,66,39,76,27,92
"ATIC",70,114,41,89,181,87
"ATL1",368,703,350,496,664,539
"ATL2",4303,4534,2867,3791,4777,2375
"ATM",4420,5125,2806,4713,4392,3152
"ATMIN",5990,8873,3897,6147,6927,3166
"ATN1",6,33,3,1,6,1
"ATOH1",2,11,0,0,0,0
"ATOH7",5,0,0,0,1,0
"ATOH8",43,124,30,26,62,199
"ATOX1",63,31,166,28,105,117
"ATP10A",1,15,2,13,5,3
"ATP10B",0,20,0,0,3,1
"ATP10D",163,569,149,1434,429,141
"ATP11A",275,622,378,278,1055,469
"ATP11B",4547,3619,2878,4534,4835,3251
"ATP11C",476,1082,541,1150,1391,1238
"ATP12A",0,17,2,0,0,0
"ATP13A2",21,91,13,64,104,44
"ATP13A3",822,936,482,926,1147,764
"ATP13A5",139,173,228,882,183,265
"ATP1A1",151,309,329,119,1141,1424
"ATP1B1",95,63,81,88,131,77
"ATP1B3",1655,2855,1392,2414,2506,1870
"ATP1B4",18,42,20,38,28,7
"ATP23",401,625,431,481,665,471
"ATP2A2",713,1307,402,1119,1618,842
"ATP2A3",34,155,22,69,219,100
"ATP2B1",327,482,265,350,558,316
"ATP2B2",9,38,14,2,15,2
"ATP2B4",57,285,166,223,414,617
"ATP2C1",1898,1965,1652,2045,2231,1468
"ATP2C2",107,102,193,112,171,43
"ATP4B",10,18,24,7,34,18
"ATP5F1A",3470,2803,2275,3585,4987,3203
"ATP5F1B",213,1003,213,999,1631,887
"ATP5F1C",4288,2920,4680,2370,4022,4776
"ATP5F1D",502,1070,600,1361,2030,889
"ATP5F1E",4187,3586,10334,3611,6878,8258
"ATP5IF1",376,588,478,379,719,536
"ATP5MC1",779,737,843,675,1345,1499
"ATP5MC2",78,165,56,196,223,131
"ATP5MC3",990,1119,1561,1120,2172,2505
"ATP5ME",1196,1100,2051,2367,1558,1448
"ATP5MF",4707,3590,7297,4113,4909,4922
"ATP5MG",10083,8024,15823,8538,13201,14532
"ATP5MJ",233,287,180,269,378,246
"ATP5MK",1108,711,1442,1042,1544,1647
"ATP5PB",1590,2049,1518,1863,2767,1619
"ATP5PD",2165,2775,2519,2183,3913,3187
"ATP5PF",3219,3001,7453,3064,4990,5914
"ATP5PO",5297,5282,10266,4850,6558,6946
"ATP6AP1",7,62,2,619,77,13
"ATP6AP2",1696,2258,1717,2501,3275,1894
"ATP6V0A1",2300,3310,1944,5145,5709,3314
"ATP6V0A2",1698,1861,1214,1648,1814,911
"ATP6V0A4",1,14,1,3,0,1
"ATP6V0B",287,689,277,715,1104,550
"ATP6V0C",1354,2499,1048,3564,5231,1640
"ATP6V0D1",536,2189,383,1904,2222,954
"ATP6V0D2",3,7,1,2,2,16
"ATP6V0E1",4296,6301,5502,5474,5490,3601
"ATP6V0E2",85,355,82,305,515,218
"ATP6V1A",2050,2135,1684,2252,3439,2581
"ATP6V1B2",2330,3018,1765,2637,4364,2254
"ATP6V1C1",1692,2283,1942,2067,2123,1383
"ATP6V1C2",26,16,15,11,20,14
"ATP6V1D",2370,3365,2573,2914,3034,2286
"ATP6V1E1",472,570,697,723,1237,897
"ATP6V1G1",1514,2007,2054,1682,2779,2078
"ATP6V1G3",5,0,1,1,8,0
"ATP6V1H",822,805,621,631,1130,809
"ATP7A",4584,4580,2595,5630,5447,2480
"ATP7B",139,166,101,96,402,76
"ATP8A1",167,318,86,68,434,96
"ATP8A2",47,38,1,22,20,30
"ATP8B1",2,27,3,3,5,1
"ATP8B2",18,72,11,41,72,32
"ATP8B3",5,31,5,6,34,3
"ATP9A",45,60,37,18,45,14
"ATP9B",1064,1722,940,1151,1277,625
"ATPAF1",802,866,718,878,1491,913
"ATPAF2",336,575,247,631,895,357
"ATPSCKMT",354,562,334,344,512,440
"ATRAID",52,95,62,277,306,182
"ATRN",700,971,1064,1694,1653,1496
"ATRNL1",4,20,4,7,90,2
"ATRX",23240,25293,17545,21927,22423,11966
"ATXN1",1669,1990,1058,1579,1579,923
"ATXN10",223,74,443,334,198,302
"ATXN1L",249,890,227,982,1262,476
"ATXN2",1441,1766,1847,1754,2117,1531
"ATXN3",8605,11032,8048,8103,7596,4890
"ATXN7",3320,3557,2675,3996,3751,1928
"ATXN7L1",3634,3637,3954,3500,2706,2008
"ATXN7L2",24,90,12,94,95,42
"ATXN7L3",72,294,131,379,690,373
"AUH",42,67,35,74,99,33
"AUP1",331,845,654,1097,1496,1048
"AURKA",174,117,262,109,309,255
"AURKAIP1",1796,2169,1804,1914,2507,1519
"AUTS2",4,168,3,3,6,3
"AVEN",680,584,450,657,763,474
"AVL9",4981,4445,2369,4357,5592,2649
"AVPI1",9,65,16,30,53,28
"AVPR1A",0,14,0,2,0,2
"AVPR1B",0,10,2,0,5,5
"AXDND1",14,24,7,5,28,7
"AXIN1",578,965,498,1114,1371,562
"AXIN2",15,36,4,8,13,15
"AZI2",3907,4013,4349,3769,4678,2093
"AZIN1",576,911,301,1300,889,536
"AZIN2",55,134,44,112,162,81
"B2M",9051,10735,16818,21004,15244,21147
"B3GALNT1",7,14,5,9,13,6
"B3GALNT2",2406,3109,2388,2955,4140,2310
"B3GALT1",4,14,5,7,7,3
"B3GALT2",417,308,236,388,289,179
"B3GALT5",0,17,0,0,0,0
"B3GALT6",243,359,177,358,487,247
"B3GALT9",26,25,22,39,26,19
"B3GAT1",0,10,1,2,0,0
"B3GAT2",8,4,2,7,22,4
"B3GLCT",142,226,128,327,197,131
"B3GNT2",92,138,131,78,708,553
"B3GNT4",24,45,67,19,99,80
"B3GNT5",831,623,1024,462,744,1412
"B3GNT7",2,7,1,0,5,0
"B3GNT9",15,41,5,23,36,14
"B3GNTL1",40,59,147,47,106,56
"B4GALNT3",1,34,0,0,12,3
"B4GALNT4",0,34,1,8,5,1
"B4GALT1",533,427,594,1326,765,471
"B4GALT2",233,902,381,1731,1741,1300
"B4GALT4",601,1191,480,662,747,470
"B4GALT5",669,1381,651,1667,1774,1184
"B4GALT6",6,11,1,2,8,3
"B4GALT7",32,77,44,89,106,116
"B9D1",234,186,179,139,351,215
"BAALC",6,8,0,4,2,1
"BABAM1",348,237,412,698,706,644
"BABAM2",843,1447,1288,868,1414,1244
"BACE1",45,154,35,138,147,96
"BACE2",0,23,2,2,3,2
"BACH1",80405,120565,110218,102610,136192,87489
"BACH2",50,95,36,85,61,34
"BAG1",1253,1367,915,1298,1468,774
"BAG2",6,15,4,6,1,14
"BAG3",4,11,2,1,15,3
"BAG4",83,279,124,332,453,282
"BAG5",21800,28665,26154,19415,20918,20274
"BAHCC1",0,2,0,0,3,0
"BAHD1",41,75,40,67,99,38
"BAIAP2",2,24,1,3,6,4
"BAIAP2L1",210,320,209,257,238,117
"BAIAP2L2",45,183,16,315,400,91
"BAK1",46,144,63,124,348,104
"BAMBI",10,21,5,18,37,4
"BANK1",92,201,189,163,184,137
"BAP1",455,1297,291,1511,1771,640
"BARD1",205,223,164,198,362,198
"BARHL1",0,15,0,1,0,0
"BARHL2",0,20,0,0,1,3
"BARX1",0,17,0,7,1,0
"BARX2",0,3,0,0,0,0
"BASP1",206,336,197,91,849,229
"BATF",26,27,24,53,72,51
"BATF3",77,145,139,327,259,243
"BAZ1A",4940,5411,3575,4851,5146,3888
"BAZ1B",1368,2217,1031,2586,3333,1608
"BAZ2A",138,621,196,884,1355,450
"BAZ2B",1438,2301,1054,1834,1419,815
"BBIP1",2259,2638,1603,2804,2582,1817
"BBLN",98,103,55,139,139,60
"BBOF1",502,734,496,544,705,459
"BBOX1",0,1,0,0,0,0
"BBS10",354,1163,234,985,1483,488
"BBS12",20,17,11,20,9,5
"BBS2",120,89,140,156,156,201
"BBS4",335,460,259,366,468,261
"BBS5",135,119,86,108,112,51
"BBS7",404,289,111,288,279,177
"BBS9",3352,3318,2811,2519,2642,1702
"BBX",354,490,301,779,785,587
"BCAN",1,46,0,2,1,3
"BCAR1",0,37,0,7,1,1
"BCAR3",1074,1462,592,841,1345,572
"BCAS1",2634,32,2551,3409,1299,1442
"BCAS2",381,515,319,600,831,467
"BCAS3",5582,4870,3918,5141,4141,2246
"BCAS4",23,17,26,37,36,21
"BCAT1",198,187,46,87,285,101
"BCHE",0,4,0,0,0,0
"BCKDHB",965,531,580,806,1226,769
"BCL10",1046,1657,658,1245,1354,581
"BCL11A",19,51,33,22,29,32
"BCL11B",46,41,44,58,31,39
"BCL2",4,31,4,40,13,7
"BCL2A1",3,9,4,6,14,7
"BCL2L1",6597,14522,10230,8702,19831,10459
"BCL2L10",47,495,30,72,248,91
"BCL2L11",520,1281,448,2173,1917,816
"BCL2L13",925,1313,2565,1579,2758,1204
"BCL2L14",5,11,5,11,26,10
"BCL2L15",7,10,15,111,15,6
"BCL6",195,275,58,157,518,180
"BCL7A",803,781,774,886,823,586
"BCL7B",105,207,78,256,338,119
"BCL9",35,62,21,22,31,26
"BCL9L",195,310,132,146,162,59
"BCLAF1",3957,5592,2923,4985,6215,2776
"BCLAF3",387,1181,153,545,267,227
"BCO1",18,20,17,21,40,27
"BCO2",15,29,18,6,18,5
"BCOR",1241,949,785,1436,1126,677
"BCORL1",49,280,44,245,413,221
"BCR",202,230,119,143,194,110
"BDH2",34,45,95,39,51,83
"BDKRB2",3,6,9,1,4,0
"BDNF",0,5,0,0,0,0
"BDP1",6538,8938,6523,13970,8110,4157
"BEGAIN",4,16,1,2,4,5
"BEND2",1141,1048,718,1099,1320,621
"BEND3",7,28,13,30,47,30
"BEND4",25,40,26,50,43,15
"BEND5",124,220,76,167,231,115
"BEND6",8,75,65,48,70,53
"BEND7",3008,3846,3369,3635,6205,2286
"BEST1",783,750,945,1126,2510,2655
"BEST2",2,8,1,5,1,1
"BEST3",5,9,1,4,8,2
"BEST4",3,13,4,4,10,7
"BET1",182,167,225,299,330,324
"BET1L",613,1007,483,368,1322,302
"BFAR",4113,4578,4724,4513,4736,3838
"BFSP1",1,7,1,0,1,1
"BFSP2",0,7,0,1,0,0
"BHLHA15",26,33,15,32,58,30
"BHLHA9",0,7,0,0,1,1
"BHLHE22",0,14,0,1,0,0
"BHLHE23",0,7,1,0,0,2
"BHLHE40",13,88,31,19,120,38
"BHLHE41",1,21,1,11,7,1
"BICC1",0,17,0,5,6,4
"BICD1",91,52,136,20,228,1173
"BICD2",640,607,713,660,1242,1062
"BICDL1",283,243,150,332,148,184
"BICRAL",15419,17162,12511,13147,13622,7244
"BID",189,257,353,708,423,513
"BIN1",44,52,64,28,143,61
"BIN2",49,213,59,171,323,135
"BIN3",658,858,610,744,739,624
"BIRC5",89,49,71,51,257,95
"BIRC6",14788,21557,9987,20763,25032,10081
"BIRC7",1,7,0,0,0,0
"BIVM",336,376,305,482,570,273
"BLK",26,31,29,36,38,40
"BLM",79,95,94,257,288,353
"BLMH",801,1326,664,1352,1642,962
"BLNK",264,401,275,143,787,251
"BLOC1S1",230,412,318,463,515,352
"BLOC1S2",1206,1047,1230,1065,1259,1124
"BLOC1S3",315,300,417,675,1239,523
"BLOC1S4",2725,3272,4208,4979,3158,3218
"BLOC1S5",1828,3195,4914,3294,4563,3257
"BLOC1S6",2707,3376,3055,3583,5504,2883
"BLVRA",9994,9044,16443,8021,9397,18777
"BLZF1",1012,1027,704,931,1077,508
"BMERB1",242,306,112,242,304,108
"BMF",27,25,11,20,113,21
"BMI1",9,22,11,7,34,26
"BMP1",0,40,2,5,0,0
"BMP10",3,5,2,0,5,0
"BMP15",0,7,0,0,0,0
"BMP2",8,25,0,2,14,9
"BMP2K",2334,3321,2616,3179,3460,2838
"BMP3",0,11,0,0,0,0
"BMP4",12,29,13,17,62,32
"BMP5",0,7,0,0,0,0
"BMP6",2,1,17,6,9,1
"BMP7",2,12,0,0,0,0
"BMP8A",1,9,0,2,0,3
"BMPER",8,21,11,6,9,6
"BMPR1A",7,18,4,11,3,12
"BMPR1B",0,7,3,0,1,0
"BMPR2",939,1478,1288,969,2283,1756
"BMS1",3069,3894,2499,4059,3097,1746
"BMT2",518,421,346,275,491,364
"BMX",0,9,20,25,125,32
"BNC1",0,12,4,2,3,3
"BNC2",0,10,3,19,3,4
"BNIP1",931,977,1219,1134,1292,1282
"BNIP2",4506,5795,4205,4896,5973,3316
"BNIP3",1247,1407,720,920,1863,656
"BNIP3L",81728,65467,109007,68700,41965,76291
"BOC",3,49,2,0,2,1
"BOD1",3049,3140,2277,4084,6848,2558
"BOD1L1",3949,5537,3332,6239,6817,3242
"BOK",442,1345,1100,302,674,1366
"BOLA1",267,314,262,459,888,546
"BOLA3",1419,1341,2870,1073,1287,2063
"BOLL",1,10,2,2,5,3
"BOP1",63,180,88,191,208,193
"BORA",1034,1059,848,709,1495,538
"BORCS5",706,1257,945,1281,1408,1466
"BORCS6",703,1940,745,3151,2371,1504
"BORCS7",482,510,498,608,942,527
"BORCS8",2448,2561,1692,2346,3271,1598
"BPGM",516,187,548,251,434,340
"BPHL",425,242,535,256,468,476
"BPI",8,26,8,19,55,13
"BPIFB2",0,17,0,1,0,0
"BPIFB6",0,7,0,0,0,0
"BPIFC",1,10,3,3,3,1
"BPNT1",130,230,36,96,141,55
"BPNT2",585,803,107,104,325,202
"BPTF",2938,3493,2005,3489,3789,1965
"BRAF",7756,9778,3834,5650,6332,2615
"BRAT1",2535,2493,1182,2470,2861,1350
"BRCA1",2662,2378,1070,1574,2295,937
"BRCA2",1124,516,692,1151,627,157
"BRCC3",1663,1730,1604,1743,2170,1333
"BRD1",5962,6368,4281,6626,6911,3379
"BRD2",746,2649,512,3277,3747,1398
"BRD3",1208,1655,1345,1788,2602,1668
"BRD3OS",204,124,529,111,962,1032
"BRD4",1977,3280,1439,2408,3168,1208
"BRD7",2103,2112,2326,1977,2589,2112
"BRD8",1387,1614,921,1904,2381,1077
"BRD9",1612,2005,1912,1747,1885,1229
"BRDT",0,8,0,0,0,0
"BRF1",2704,2950,1600,2028,2649,1275
"BRF2",62,178,47,328,203,158
"BRI3",1377,2483,1741,2849,3329,1477
"BRICD5",6,40,5,38,33,15
"BRINP1",0,14,0,0,0,0
"BRINP2",20,98,61,42,46,81
"BRINP3",9,27,15,1,2,7
"BRIP1",610,624,426,569,771,453
"BRIX1",660,633,601,1294,662,408
"BRK1",5633,4549,11856,5223,6546,9354
"BRMS1L",1111,1094,715,951,1444,709
"BROX",3433,4283,3521,4115,5387,3282
"BRPF1",24,126,15,93,121,41
"BRPF3",956,1507,1079,1970,2717,1729
"BRS3",96,92,25,35,103,37
"BRSK2",7,36,10,9,4,11
"BRWD1",5075,5934,4526,5501,6472,4069
"BRWD3",3596,4565,2334,3470,3893,1963
"BSDC1",1383,2183,1005,2346,2659,1240
"BSG",2045,3372,2417,4551,3639,2580
"BSN",30,115,34,54,54,19
"BSND",0,12,0,1,0,0
"BSPRY",4,28,5,11,46,17
"BST1",1136,1828,503,340,1703,664
"BSX",74,149,18,114,245,28
"BTAF1",11667,13088,10656,12966,16406,12431
"BTBD1",1026,1819,1251,1660,1897,1199
"BTBD10",583,703,329,635,630,317
"BTBD11",29,78,41,61,159,69
"BTBD17",2,22,6,5,0,0
"BTBD19",0,10,1,0,0,0
"BTBD2",2103,1930,1205,1728,2332,862
"BTBD3",46,61,17,31,76,20
"BTBD6",403,981,143,342,640,240
"BTBD7",35,47,36,21,120,50
"BTBD8",35,388,20,43,65,33
"BTBD9",4692,5312,3450,4198,5049,2635
"BTC",36,138,24,90,104,80
"BTD",75,109,166,120,142,125
"BTF3",1255,1713,1421,3236,2118,1426
"BTF3L4",7607,7066,8114,6301,8031,5818
"BTG1",2197,3167,2932,4517,5449,3680
"BTG2",860,2269,1105,2397,3503,2262
"BTG4",14,14,27,5,25,20
"BTK",158,375,91,259,642,326
"BTLA",25,29,27,34,34,24
"BTRC",1659,2175,825,2052,2876,1164
"BUB1",1021,1166,276,1055,787,442
"BUB1B",189,154,154,159,273,161
"BUB3",1271,1383,916,1358,1693,879
"BUD13",231,691,222,962,1443,667
"BUD23",294,526,238,655,753,401
"BUD31",2583,2412,4436,2950,3856,2614
"BVES",1,3,0,0,0,0
"BYSL",534,1436,990,1561,2133,1090
"BZW1",5978,7667,3850,7859,8169,3594
"BZW2",268,539,187,233,333,170
"C1D",2384,1930,3104,1792,1510,1624
"C1GALT1",3078,3533,2043,2457,2327,1840
"C1GALT1C1",489,799,308,609,818,384
"C1QA",26,27,5,24,89,35
"C1QB",13,5,4,2,24,10
"C1QC",31,63,7,26,144,28
"C1QL1",0,14,0,4,0,1
"C1QL2",0,11,0,1,0,0
"C1QL3",0,2,0,0,2,1
"C1QL4",0,4,1,1,0,0
"C1QTNF1",2,27,3,18,22,10
"C1QTNF12",85,179,25,74,107,19
"C1QTNF2",11,53,28,4,139,27
"C1QTNF3",0,3,0,0,0,0
"C1QTNF4",0,4,0,0,0,0
"C1QTNF5",0,15,1,0,2,0
"C1QTNF6",0,19,0,0,1,2
"C1QTNF7",7,8,206,6,38,120
"C1QTNF8",0,3,0,0,0,0
"C1R",3,18,4,3,2,2
"C1S",15,12,14,439,583,264
"C2CD2",10644,15262,12062,13506,13631,11501
"C2CD2L",5478,4739,2540,2853,5511,2414
"C2CD3",1259,1340,750,1737,2400,1038
"C2CD4C",1,20,0,1,0,0
"C2CD5",8251,9081,5567,7258,7625,5026
"C3",2,54,14,26,34,21
"C3AR1",111,188,416,212,352,225
"C5",14,29,13,29,33,6
"C6",0,3,0,0,0,0
"C7",0,4,0,0,0,0
"C8A",0,12,0,0,0,0
"C8B",0,12,0,1,3,0
"C8G",20,86,22,62,147,49
"C9",0,3,0,1,1,0
"C9orf72",719,1211,665,1827,731,542
"CA10",4,13,1,2,0,1
"CA12",82,84,139,126,102,61
"CA14",8,37,7,42,48,19
"CA4",4,32,0,2,15,6
"CA5A",95,191,103,123,268,61
"CA6",1,14,0,1,1,6
"CA7",110,45,34,92,60,51
"CA8",0,7,0,0,0,0
"CAAP1",1033,1349,1598,3357,2179,897
"CAB39",5050,6188,4267,5297,6124,2782
"CAB39L",541,660,480,431,684,320
"CABCOCO1",0,2,0,0,0,0
"CABIN1",2083,1789,1529,2813,2861,1797
"CABLES1",297,315,607,755,894,1014
"CABLES2",102,116,63,71,119,65
"CABP1",1,12,6,1,2,2
"CABP2",7,35,11,26,40,15
"CABP4",2,17,4,1,6,4
"CABP7",2,17,2,3,2,1
"CABYR",261,238,366,301,373,277
"CACFD1",32,65,25,24,140,30
"CACHD1",0,18,13,2,1,1
"CACNA1B",0,39,0,0,0,0
"CACNA1C",17,55,6,6,13,3
"CACNA1D",1807,1620,1697,903,1709,1093
"CACNA1E",10,129,12,38,59,18
"CACNA1G",1,50,0,2,0,0
"CACNA1H",4,48,2,3,1,2
"CACNA1I",34,59,38,21,199,175
"CACNA1S",0,36,1,2,2,1
"CACNA2D1",1,18,0,1,0,0
"CACNA2D2",10,83,2,12,23,14
"CACNA2D3",132,350,340,118,92,71
"CACNA2D4",2,39,1,7,11,8
"CACNB1",0,29,0,2,1,2
"CACNB2",43,38,18,69,54,39
"CACNB3",13,56,18,60,55,29
"CACNB4",3837,1185,671,907,4477,1457
"CACNG1",0,3,2,1,1,1
"CACNG2",0,10,0,1,0,0
"CACNG3",1,24,2,1,0,0
"CACNG4",0,17,1,1,6,3
"CACNG5",0,15,0,0,0,0
"CACTIN",456,846,558,1440,1952,840
"CACUL1",4394,4949,3298,4953,6423,3265
"CAD",16,154,31,86,43,35
"CADM1",0,20,0,1,1,1
"CADM2",2,15,0,0,1,0
"CADM3",10,117,24,47,187,234
"CADPS",5,43,3,16,14,7
"CADPS2",0,15,1,1,5,4
"CALB1",71,36,59,32,30,29
"CALB2",0,8,0,5,2,0
"CALCB",101,117,89,99,110,28
"CALCOCO2",6958,6513,10343,7931,9856,10070
"CALCR",0,18,3,1,0,0
"CALCRL",219,463,180,186,370,191
"CALD1",0,2,0,0,0,0
