"GeneID","LWC142","LWC143","LWC148","LWC153","LWC157","LWC162"
"LOC116963724",1,2,1,0,1,0
"LOC116963727",0,4,0,0,0,0
"LOC116963730",2,43,6,6,2,0
"LOC116963735",248,535,104,1032,1511,455
"LOC116963737",12,13,12,1,15,19
"LOC116963748",22,42,13,70,58,30
"LOC116963754",0,21,0,8,1,1
"LOC116963757",116,81,24,96,148,60
"LOC116963760",33,97,14,104,141,18
"LOC116963767",1,19,0,20,1,9
"LOC116963771",88,120,64,229,156,77
"LOC116963772",2,7,1,0,3,0
"LOC116963774",13,51,16,36,56,22
"LOC116963781",2,4,8,0,2,1
"LOC116963785",157,130,203,205,270,13
"LOC116963786",39,179,49,117,250,135
"LOC116963788",0,12,0,0,0,1
"LOC116963791",0,2,2,4,3,0
"LOC116963792",1213,937,1029,1667,1302,1269
"LOC116963793",2,1,3,2,2,4
"LOC116963794",0,0,0,0,0,0
"LOC116963799",8,52,9,23,28,9
"LOC116963803",0,22,0,1,1,0
"LOC116963813",203,397,261,495,551,371
"LOC116963819",95,322,31,293,534,150
"LOC116963824",16,67,14,25,116,35
"LOC116963837",0,0,0,0,0,0
"LOC116963842",5,3,4,5,13,0
"LOC116963843",5,14,30,7,21,94
"LOC116963846",87,58,43,63,144,81
"LOC116963853",495,597,600,1211,762,322
"LOC116963855",40964,23248,70921,45531,28454,86315
"LOC116963861",2,13,1,4,9,7
"LOC116963874",5,14,2,6,16,3
"LOC116963884",0,15,1,0,0,0
"LOC116963889",136,210,101,179,177,80
"LOC116963890",93,119,87,78,89,60
"LOC116963898",10,42,15,30,26,6
"LOC116963904",0,21,1,0,0,0
"LOC116963905",17,70,11,49,81,37
"LOC116963906",0,14,0,3,3,0
"LOC116963911",46,94,42,68,152,94
"LOC116963914",27,24,56,29,41,55
"LOC116963916",6,22,4,46,15,29
"LOC116963921",0,6,0,4,10,5
"LOC116963928",21,45,15,2176,109,297
"LOC116963931",0,0,0,0,0,0
"LOC116963935",12,59,25,82,138,137
"LOC116963936",14,27,22,9,72,24
"LOC116963940",0,2,0,0,0,0
"LOC116963946",3,0,0,1,0,1
"LOC116963947",0,0,0,0,0,0
"LOC116963957",0,3,0,0,0,0
"LOC116963965",0,10,0,0,0,0
"LOC116963968",6,16,0,3,1,3
"LOC116963969",13,52,8,17,17,6
"LOC116963971",0,1,3,3,1,0
"LOC116963974",0,2,0,0,0,0
"LOC116963980",1,13,0,3,5,3
"LOC116963983",99,178,93,171,233,135
"LOC116963984",68,127,47,189,167,86
"LOC116963985",171,84,145,112,140,77
"LOC116963986",24,9,28,8,12,15
"LOC116963987",9,7,0,6,2,0
"LOC116963988",8,2,4,8,19,4
"LOC116963989",0,0,0,0,0,0
"LOC116963990",15,66,18,24,258,83
"LOC116963991",79,244,45,111,285,116
"LOC116963992",66,219,88,69,429,118
"LOC116963993",0,4,0,0,0,0
"LOC116963994",0,1,0,0,0,0
"LOC116963996",0,0,0,0,0,0
"LOC116963997",0,6,0,0,0,0
"LOC116963999",0,1,0,0,0,0
"LOC116964000",0,4,0,0,0,0
"LOC116964002",0,3,0,0,0,0
"LOC116964003",0,5,0,0,2,0
"LOC116964004",0,2,0,0,0,1
"LOC116964008",36,182,47,118,367,99
"LOC116964013",0,9,0,0,0,0
"LOC116964015",0,13,1,0,0,0
"LOC116964016",0,9,0,1,3,3
"LOC116964022",7,6,8,8,15,20
"LOC116964023",1,14,3,0,24,27
"LOC116964029",1,1,0,1,3,0
"LOC116964031",0,19,0,0,0,0
"LOC116964037",0,29,1,3,6,1
"LOC116964043",0,6,0,0,1,1
"LOC116964045",0,25,7,0,0,1
"LOC116964048",26,35,17,26,28,23
"LOC116964049",145,122,245,269,403,279
"LOC116964051",43,95,20,45,87,31
"LOC116964065",41,43,25,18,55,15
"LOC116964067",62,234,69,164,670,158
"LOC116964072",2097,2107,1634,2438,4129,2907
"LOC116964074",108,112,144,103,243,142
"LOC116964075",0,7,0,0,0,0
"LOC116964077",2,10,1,4,9,4
"LOC116964079",25,35,20,15,25,12
"LOC116964080",1981,1939,1587,2091,2252,1587
"LOC116964081",5,19,1,10,72,11
"LOC116964083",46,56,59,53,70,79
"LOC116964084",8,11,3,0,18,0
"LOC116964086",0,14,1,2,0,0
"LOC116964087",6,21,7,20,33,31
"LOC116964090",0,10,0,1,0,0
"LOC116964091",0,6,0,0,0,0
"LOC116964092",47,36,18,49,58,29
"LOC116964093",1,16,15,5,9,3
"LOC116964094",44,72,38,74,59,51
"LOC116964096",1,0,0,0,0,0
"LOC116964097",41,36,27,23,35,39
"LOC116964098",87,99,93,66,80,75
"LOC116964106",0,0,0,0,0,0
"LOC116964107",0,5,0,0,0,0
"LOC116964108",0,0,0,1,3,0
"LOC116964109",112,148,108,65,106,78
"LOC116964112",0,6,0,0,0,0
"LOC116964116",0,6,8,2,7,24
"LOC116964120",0,6,0,0,0,0
"LOC116964121",33,33,15,13,14,29
"LOC116964122",0,0,0,0,0,0
"LOC116964123",1930,1953,1364,1694,2752,1543
"LOC116964125",682,584,577,462,684,424
"LOC116964128",40,86,29,46,85,35
"LOC116964130",0,6,0,0,0,0
"LOC116964131",0,21,7,8,15,7
"LOC116964132",31,48,34,35,78,46
"LOC116964134",57,29,63,28,38,29
"LOC116964135",52,42,46,39,41,21
"LOC116964136",12,19,5,14,24,10
"LOC116964137",0,2,0,0,0,0
"LOC116964139",0,1,0,0,0,0
"LOC116964141",21,87,15,92,97,27
"LOC116964149",411,1672,629,1892,2496,1824
"LOC116964156",3,17,6,21,27,18
"LOC116964157",331,463,170,324,275,75
"LOC116964158",7,15,2,7,8,1
"LOC116964159",0,27,3,11,12,4
"LOC116964160",527,600,592,789,883,689
"LOC116964164",0,0,0,0,2,0
"LOC116964165",23,19,12,18,6,8
"LOC116964166",644,562,1024,831,879,664
"LOC116964168",36,50,39,98,162,133
"LOC116964170",4,44,4,27,8,13
"LOC116964171",2,1,0,2,3,0
"LOC116964173",78,433,60,182,592,114
"LOC116964174",22,215,11,81,205,27
"LOC116964185",0,0,0,0,0,0
"LOC116964186",0,1,0,0,0,0
"LOC116964189",1,0,0,1,2,1
"LOC116964191",9,72,9,50,71,20
"LOC116964197",47,95,46,72,97,75
"LOC116964210",0,7,1,10,5,6
"LOC116964221",318,543,262,476,1021,834
"LOC116964224",0,18,2,2,11,3
"LOC116964227",29,47,19,30,61,32
"LOC116964232",0,3,0,0,0,0
"LOC116964240",5,10,0,3,4,2
"LOC116964241",0,0,0,0,0,0
"LOC116964242",12,15,6,5,14,5
"LOC116964243",21,25,16,16,17,11
"LOC116964244",34,64,23,39,48,19
"LOC116964246",0,1,0,0,0,0
"LOC116964248",18,20,4,4,16,2
"LOC116964251",37,79,7,63,121,30
"LOC116964266",2,32,2,1,3,1
"LOC116964268",0,3,0,0,1,0
"LOC116964270",48,41,22,23,84,51
"LOC116964274",10,22,20,14,25,45
"LOC116964275",15,56,13,43,58,25
"LOC116964277",2,16,0,6,6,3
"LOC116964278",0,3,0,0,0,0
"LOC116964280",2,0,0,0,2,2
"LOC116964281",0,1,2,0,3,0
"LOC116964282",0,4,1,1,1,3
"LOC116964285",408,756,237,695,1008,394
"LOC116964286",10,63,6,25,106,22
"LOC116964287",0,2,0,0,0,0
"LOC116964293",116,90,156,181,113,108
"LOC116964294",0,0,0,0,0,0
"LOC116964297",1191,2358,1169,2123,1901,1138
"LOC116964298",3,21,2,2,15,1
"LOC116964299",9,31,13,13,75,17
"LOC116964303",16,43,3,24,32,12
"LOC116964304",38,37,32,55,38,35
"LOC116964306",0,4,1,0,0,0
"LOC116964307",0,0,0,0,0,0
"LOC116964310",4,5,9,11,4,8
"LOC116964311",0,3,0,0,0,0
"LOC116964314",0,7,0,0,1,0
"LOC116964315",3,41,0,0,0,16
"LOC116964316",0,12,0,0,0,5
"LOC116964317",399,498,295,521,538,357
"LOC116964318",257,350,756,456,1270,909
"LOC116964319",1,0,0,0,0,0
"LOC116964322",2,4,0,2,3,2
"LOC116964325",100,365,67,125,100,66
"LOC116964329",3,2,4,10,4,1
"LOC116964333",5,16,6,5,5,6
"LOC116964340",0,0,0,0,0,0
"LOC116964341",1298,2600,935,3437,1497,1541
"LOC116964343",36,39,37,83,31,16
"LOC116964344",0,2,0,0,0,0
"LOC116964355",8,17,5,28,19,5
"LOC116964358",39,61,27,109,95,39
"LOC116964360",2,0,5,10,5,2
"LOC116964362",0,13,1,4,0,1
"LOC116964365",14100,25444,12540,21364,26835,13179
"LOC116964366",158,211,152,172,152,88
"LOC116964370",27,18,31,18,9,13
"LOC116964376",0,1,0,0,0,0
"LOC116964377",0,1,0,0,0,0
"LOC116964384",0,0,0,0,0,0
"LOC116964386",8,7,7,7,28,28
"LOC116964395",104,321,68,334,378,212
"LOC116964396",4,13,21,1,17,76
"LOC116964398",1,15,0,0,2,3
"LOC116964399",70,92,233,73,192,193
"LOC116964400",1,52,4,3,17,2
"LOC116964405",1733,1768,2322,1852,2311,1410
"LOC116964409",82,237,96,265,470,188
"LOC116964419",0,7,2,3,7,13
"LOC116964421",0,0,0,0,0,0
"LOC116964433",32,29,30,17,44,36
"LOC116964434",0,23,1,4,0,0
"LOC116964435",0,1,0,0,4,1
"LOC116964436",187,211,66,216,227,74
"LOC116964437",112,105,38,121,122,40
"LOC116964439",0,9,0,2,0,0
"LOC116964445",877,1294,689,740,2077,915
"LOC116964447",0,3,0,0,0,0
"LOC116964455",0,2,0,0,0,0
"LOC116964459",0,0,0,0,0,0
"LOC116964460",0,1,0,0,0,0
"LOC116964466",2,38,5,9,1,1
"LOC116964472",2,6,1,2,6,1
"LOC116964482",0,47,4,6,5,0
"LOC116964490",0,2,0,0,0,1
"LOC116964491",0,2,1,2,6,1
"LOC116964493",5,3,0,1,4,0
"LOC116964498",17,33,14,12,28,22
"LOC116964500",408,855,506,309,361,264
"LOC116964501",9,36,3,27,27,9
"LOC116964502",0,9,3,5,2,0
"LOC116964518",0,0,0,0,1,0
"LOC116964527",100,160,110,168,423,336
"LOC116964529",540,1281,766,1626,2492,1547
"LOC116964530",11,312,24,40,143,102
"LOC116964531",2,382,38,6,120,168
"LOC116964536",613,1351,362,1159,1156,374
"LOC116964538",0,2,1,0,0,0
"LOC116964543",0,1,0,1,3,0
"LOC116964544",3,7,2,9,4,7
"LOC116964545",0,6,0,0,1,0
"LOC116964552",0,7,0,0,0,0
"LOC116964556",0,0,0,0,0,0
"LOC116964571",0,5,0,0,0,0
"LOC116964574",0,1,0,0,0,0
"LOC116964578",25,25,14,21,31,18
"LOC116964579",0,8,2,0,0,0
"LOC116964581",8,8,12,7,17,6
"LOC116964583",12,9,14,11,9,10
"LOC116964584",45,46,8,33,79,21
"LOC116964585",10,16,8,11,17,18
"LOC116964586",9,10,3,7,7,2
"LOC116964588",12,4,9,8,17,5
"LOC116964596",30,28,16,14,23,14
"LOC116964599",38,36,9,28,32,9
"LOC116964604",344,400,111,241,433,111
"LOC116964608",10,3,3,5,0,6
"LOC116964609",17,18,10,6,17,4
"LOC116964610",7,3,15,6,8,5
"LOC116964612",0,0,0,0,0,0
"LOC116964625",289,688,241,841,1506,536
"LOC116964627",0,9,0,2,0,0
"LOC116964630",1,18,2,4,7,5
"LOC116964631",10,18,5,2,6,2
"LOC116964632",4,4,2,2,2,1
"LOC116964638",0,1,0,0,0,0
"LOC116964639",0,2,1,4,1,0
"LOC116964642",572,1495,534,1468,1929,889
"LOC116964644",7,9,0,14,20,5
"LOC116964652",4,22,3,3,5,1
"LOC116964653",117,260,137,250,307,178
"LOC116964658",112,280,185,350,364,230
"LOC116964666",0,0,2,0,1,5
"LOC116964667",2,1,6,0,5,9
"LOC116964668",0,0,0,0,0,0
"LOC116964669",1,3,21,0,4,11
"LOC116964677",1,5,11,4,5,2
"LOC116964678",0,5,1,3,7,0
"LOC116964680",4,8,1,2,3,5
"LOC116964682",0,4,1,0,0,2
"LOC116964685",0,1,0,0,0,0
"LOC116964687",13,58,17,14,88,39
"LOC116964694",0,5,0,0,0,0
"LOC116964697",0,14,2,4,0,0
"LOC116964698",1,2,0,2,2,0
"LOC116964701",0,4,0,0,0,0
"LOC116964704",5297,8300,2313,3776,20101,4332
"LOC116964705",0,10,1,7,9,8
"LOC116964707",1,5,1,6,4,0
"LOC116964708",0,3,1,0,3,0
"LOC116964709",54,47,44,104,55,57
"LOC116964710",3,22,2,13,3,1
"LOC116964711",3,7,7,11,10,4
"LOC116964720",211,193,311,270,273,207
"LOC116964723",4,15,10,5,38,48
"LOC116964731",0,34,1,3,0,0
"LOC116964733",15,46,14,54,70,40
"LOC116964735",0,0,0,0,0,0
"LOC116964737",0,2,1,0,1,1
"LOC116964739",0,0,0,0,2,0
"LOC116964748",32,80,15,30,33,6
"LOC116964750",1,47,3,26,24,21
"LOC116964751",1,3,1,1,0,0
"LOC116964753",3,3,2,8,0,1
"LOC116964756",24,53,7,54,96,63
"LOC116964757",0,1,1,0,0,0
"LOC116964759",38,43,208,43,115,170
"LOC116964761",47,69,48,39,126,95
"LOC116964762",27,33,7,30,31,8
"LOC116964766",0,4,0,0,0,0
"LOC116964767",0,5,0,0,0,0
"LOC116964770",0,0,0,0,0,0
"LOC116964771",8,5,10,13,7,6
"LOC116964775",0,1,0,0,0,0
"LOC116964776",0,1,0,0,0,0
"LOC116964779",0,13,5,0,0,1
"LOC116964786",0,0,0,0,0,2
"LOC116964791",309,365,115,484,325,178
"LOC116964792",0,3,2,0,0,1
"LOC116964804",0,2,0,0,0,0
"LOC116964807",5,18,7,14,21,12
"LOC116964817",0,1,2,1,0,0
"LOC116964821",0,3,0,0,0,0
"LOC116964824",0,5,0,0,0,0
"LOC116964827",0,1,0,0,0,0
"LOC116964828",75279,25609,21355,23974,19522,29531
"LOC116964829",0,45,5,5,0,2
"LOC116964840",52,68,11,36,118,78
"LOC116964843",0,1,0,0,0,0
"LOC116964844",4,18,4,11,19,3
"LOC116964845",0,6,0,1,0,0
"LOC116964846",0,6,0,0,0,0
"LOC116964851",4,19,7,14,18,7
"LOC116964856",2518,2483,2452,3075,2533,1922
"LOC116964857",1522,1419,1382,1522,1808,1006
"LOC116964858",8,15,10,11,15,4
"LOC116964860",41,33,48,36,33,22
"LOC116964861",62,44,61,30,34,32
"LOC116964862",34,38,46,24,29,15
"LOC116964863",0,0,0,0,0,0
"LOC116964864",11,15,11,8,28,17
"LOC116964865",73,118,102,59,90,55
"LOC116964869",0,0,0,0,1,0
"LOC116964871",12,19,5,31,18,8
"LOC116964872",1,7,2,4,4,4
"LOC116964873",124,199,219,223,623,815
"LOC116964874",16,77,34,141,129,62
"LOC116964875",1,7,1,1,4,3
"LOC116964876",0,0,0,0,0,0
"LOC116964877",18,29,2,16,29,16
"LOC116964878",0,0,0,0,2,0
"LOC116964881",2,32,5,7,23,4
"LOC116964882",0,10,2,0,1,0
"LOC116964883",1966,346,557,584,2040,807
"LOC116964884",443,676,531,373,535,495
"LOC116964886",0,2,0,2,1,0
"LOC116964891",39,46,31,87,108,38
"LOC116964893",26,9,7,11,30,8
"LOC116964898",397,504,185,134,670,411
"LOC116964899",0,2,0,0,0,0
"LOC116964901",14,86,44,122,60,44
"LOC116964903",0,3,0,2,0,0
"LOC116964905",0,1,4,0,0,0
"LOC116964908",0,2,0,0,1,0
"LOC116964909",0,3,0,0,1,0
"LOC116964910",13,21,10,13,9,8
"LOC116964911",0,2,0,1,1,1
"LOC116964916",2,4,1,2,8,5
"LOC116964917",347,373,432,396,615,465
"LOC116964919",50362,48295,46867,59865,81056,90974
"LOC116964920",2375,3448,3214,4455,4161,6251
"LOC116964922",0,4,0,2,2,0
"LOC116964930",163,163,98,166,206,156
"LOC116964932",0,12,0,2,5,0
"LOC116964933",0,1,0,0,0,0
"LOC116964934",0,0,0,0,0,0
"LOC116964936",294,300,524,297,676,362
"LOC116964942",0,6,0,0,0,0
"LOC116964943",12,45,15,34,25,15
"LOC116964945",2,17,1,9,6,0
"LOC116964948",0,5,0,0,0,0
"LOC116964950",4,16,7,3,13,8
"LOC116964952",4,9,0,0,2,1
"LOC116964954",2,5,3,0,2,4
"LOC116964955",7,15,20,41,28,24
"LOC116964957",0,20,0,2,1,0
"LOC116964964",0,39,7,14,35,9
"LOC116964967",362,368,230,273,489,182
"LOC116964968",2,8,2,8,5,0
"LOC116964974",4,8,9,0,2,1
"LOC116964975",38,39,43,33,48,21
"LOC116964976",117,101,180,88,122,124
"LOC116964977",15,8,10,8,16,23
"LOC116964982",0,1,0,0,0,0
"LOC116964988",102,333,64,371,507,142
"LOC116964989",7,24,9,41,43,9
"LOC116964997",0,0,0,1,1,0
"LOC116965000",13,40,14,24,17,3
"LOC116965005",0,0,0,0,0,0
"LOC116965007",481,618,254,509,602,265
"LOC116965010",0,8,0,0,0,0
"LOC116965011",5,26,10,9,18,21
"LOC116965013",0,1,0,0,2,0
"LOC116965015",15,27,6,18,24,9
"LOC116965016",7,27,4,14,31,16
"LOC116965017",0,6,0,0,0,0
"LOC116965029",1,5,0,0,1,1
"LOC116965036",1297,1368,2142,875,930,890
"LOC116965038",8,10,2,8,6,9
"LOC116965039",37,73,51,62,88,64
"LOC116965043",0,0,0,0,0,0
"LOC116965044",29,44,42,36,65,50
"LOC116965045",22,39,30,39,48,33
"LOC116965056",0,2,0,0,0,0
"LOC116965057",0,3,0,0,0,0
"LOC116965060",0,3,0,0,0,0
"LOC116965063",2,11,3,4,2,1
"LOC116965064",0,4,11,0,2,37
"LOC116965065",0,12,0,1,0,0
"LOC116965066",0,4,0,0,0,0
"LOC116965069",0,7,0,0,0,0
"LOC116965070",0,2,0,0,0,0
"LOC116965071",0,6,0,0,0,0
"LOC116965072",0,14,0,1,0,0
"LOC116965073",2,6,4,6,2,2
"LOC116965074",2,12,1,3,5,2
"LOC116965075",6,23,5,3,15,7
"LOC116965076",4,5,6,2,0,2
"LOC116965080",0,0,0,0,0,0
"LOC116965092",0,11,0,0,0,0
"LOC116965094",0,3,0,0,0,1
"LOC116965095",0,6,0,0,0,2
"LOC116965097",0,4,0,0,0,0
"LOC116965098",160,119,111,99,97,107
"LOC116965099",46,33,29,32,37,20
"LOC116965100",233,139,188,119,111,95
"LOC116965101",38,105,11,60,26,14
"LOC116965103",568,356,482,555,410,456
"LOC116965104",71,74,58,61,86,63
"LOC116965105",97,113,125,105,138,107
"LOC116965106",1102,526,1256,750,993,806
"LOC116965112",92,150,66,117,179,99
"LOC116965117",260,500,604,263,462,372
"LOC116965118",8,49,11,47,53,20
"LOC116965125",76,73,45,50,78,80
"LOC116965132",3,1,0,3,3,1
"LOC116965133",10,19,7,10,10,9
"LOC116965135",32,9,16,11,28,8
"LOC116965136",2,23,6,11,6,6
"LOC116965137",2,12,7,14,11,5
"LOC116965140",0,0,0,0,0,0
"LOC116965141",0,6,0,0,0,0
"LOC116965142",0,1,0,0,0,0
"LOC116965144",0,4,0,1,6,4
"LOC116965145",0,2,0,0,0,0
"LOC116965146",127,527,122,1051,1217,349
"LOC116965149",32,88,36,32,92,41
"LOC116965150",0,1,0,0,0,0
"LOC116965152",1,13,3,8,16,1
"LOC116965153",1,2,2,0,3,0
"LOC116965171",34,173,43,151,251,154
"LOC116965172",10,10,5,15,19,5
"LOC116965173",0,4,0,0,1,0
"LOC116965177",2,73,5,9,3,0
"LOC116965180",0,6,0,0,0,0
"LOC116965183",15,12,4,4,11,8
"LOC116965184",0,1,0,0,0,0
"LOC116965188",41,59,69,43,76,30
"LOC116965195",5,44,7,6,15,15
"LOC116965196",96,453,146,685,551,443
"LOC116965199",8,15,29,14,13,58
"LOC116965200",0,0,7,3,2,11
"LOC116965201",0,8,1,1,3,0
"LOC116965203",0,8,0,0,1,0
"LOC116965205",884,1577,750,1155,2195,1029
"LOC116965209",0,4,0,1,0,1
"LOC116965210",0,4,0,0,0,0
"LOC116965219",0,14,3,7,0,8
"LOC116965226",1,11,0,1,2,0
"LOC116965229",5,23,5,8,14,7
"LOC116965231",0,4,3,1,0,1
"LOC116965233",8,17,7,11,57,12
"LOC116965234",0,6,2,0,1,0
"LOC116965236",1,6,0,0,0,0
"LOC116965251",14,11,7,16,7,22
"LOC116965253",2,13,0,5,1,0
"LOC116965256",30,31,33,23,71,30
"LOC116965260",4,8,0,0,2,0
"LOC116965262",0,7,0,0,0,0
"LOC116965263",2,8,3,4,4,1
"LOC116965264",68,78,60,144,165,85
"LOC116965272",9,19,28,19,78,91
"LOC116965273",64,39,21,49,38,19
"LOC116965278",573,537,518,353,760,428
"LOC116965280",4,2,5,0,6,3
"LOC116965282",92,113,85,110,97,62
"LOC116965284",855,728,419,638,781,389
"LOC116965285",18,16,13,6,15,3
"LOC116965286",35,190,59,57,449,89
"LOC116965288",14,75,24,107,82,71
"LOC116965291",2,5,3,6,6,9
"LOC116965292",0,0,0,0,0,0
"LOC116965294",0,5,1,1,0,0
"LOC116965295",7,5,5,4,3,5
"LOC116965296",10,16,3,21,27,0
"LOC116965298",0,0,0,0,0,0
"LOC116965303",0,55,5,71,20,9
"LOC116965305",0,1,0,0,1,0
"LOC116965306",0,3,0,1,1,0
"LOC116965307",369,522,793,794,576,655
"LOC116965311",0,0,0,0,0,0
"LOC116965313",0,4,0,0,2,1
"LOC116965314",0,0,0,0,0,0
"LOC116965315",0,9,0,0,1,0
"LOC116965316",0,1,0,0,0,0
"LOC116965318",32,24,27,18,54,40
"LOC116965334",3,0,1,0,0,0
"LOC116965336",17,29,10,15,19,2
"LOC116965337",0,3,0,0,0,0
"LOC116965346",13,9,2,5,6,3
"LOC116965347",10,11,8,19,23,9
"LOC116965348",88,51,46,43,46,27
"LOC116965349",12,76,29,56,61,53
"LOC116965350",2,35,1,13,20,12
"LOC116965353",34,72,20,55,36,19
"LOC116965359",13,66,15,28,66,49
"LOC116965363",0,2,0,0,0,0
"LOC116965364",8,26,13,83,21,57
"LOC116965368",1123,1484,1342,1316,1668,921
"LOC116965370",10,17,5,12,36,16
"LOC116965375",47,44,103,91,60,79
"LOC116965381",5,43,8,13,16,3
"LOC116965384",334,484,143,249,417,162
"LOC116965385",8,14,6,8,5,5
"LOC116965386",0,7,0,0,0,0
"LOC116965387",262,430,406,326,844,444
"LOC116965389",5,7,9,1,8,4
"LOC116965390",52,23,56,35,45,40
"LOC116965399",39,119,36,155,126,69
"LOC116965403",14,94,26,118,108,68
"LOC116965405",0,10,0,3,1,1
"LOC116965407",13,68,29,59,62,39
"LOC116965409",25,44,27,133,139,59
"LOC116965411",0,0,0,0,0,0
"LOC116965412",156,219,130,303,149,150
"LOC116965413",0,9,0,0,0,0
"LOC116965418",5,6,5,5,10,14
"LOC116965421",30,27,16,19,27,13
"LOC116965422",0,2,0,0,0,0
"LOC116965424",0,3,0,0,0,0
"LOC116965425",0,0,0,0,0,0
"LOC116965427",0,2,0,0,0,0
"LOC116965439",0,5,3,0,3,1
"LOC116965441",0,1,0,0,0,0
"LOC116965445",18,11,9,24,19,18
"LOC116965451",0,1,0,3,0,0
"LOC116965463",0,0,0,2,0,1
"LOC116965464",4,10,2,4,23,3
"LOC116965465",0,0,0,0,0,0
"LOC116965468",406,1099,433,502,1160,1041
"LOC116965471",178,150,308,191,103,165
"LOC116965480",2,2,0,0,2,1
"LOC116965484",0,7,0,0,0,0
"LOC116965485",0,0,0,0,0,0
"LOC116965486",9,18,15,11,20,18
"LOC116965490",5,26,1,4,24,4
"LOC116965495",163,97,190,274,90,75
"LOC116965496",0,4,4,2,10,1
"LOC116965497",8,18,6,16,19,6
"LOC116965498",0,8,1,4,3,2
"LOC116965499",319,349,259,696,301,179
"LOC116965500",166,226,125,206,278,136
"LOC116965501",0,1,1,1,0,0
"LOC116965503",0,2,0,1,3,0
"LOC116965506",230,268,297,563,380,297
"LOC116965507",239,238,170,382,167,79
"LOC116965510",0,6,0,5,3,0
"LOC116965512",0,0,0,0,0,0
"LOC116965513",44,30,39,30,17,11
"LOC116965515",0,8,0,0,3,0
"LOC116965517",1,1,0,0,0,1
"LOC116965518",403,415,693,944,505,543
"LOC116965521",3,9,3,0,2,1
"LOC116965522",0,0,0,0,0,0
"LOC116965523",0,0,0,0,0,0
"LOC116965524",176,174,119,385,156,84
"LOC116965525",15,27,17,25,18,11
"LOC116965526",0,0,0,0,0,0
"LOC116965528",97,156,76,312,121,114
"LOC116965530",3,2,0,17,5,4
"LOC116965533",129,379,69,384,483,184
"LOC116965534",1,5,0,1,0,0
"LOC116965535",7,6,0,10,3,4
"LOC116965536",7,5,1,6,14,1
"LOC116965537",0,8,0,0,0,0
"LOC116965538",2,1,0,2,0,1
"LOC116965539",0,6,0,0,1,0
"LOC116965540",0,0,0,0,0,0
"LOC116965541",0,3,0,0,0,0
"LOC116965544",23,41,56,30,15,19
"LOC116965548",4,81,5,30,20,13
"LOC116965550",0,2,1,0,0,0
"LOC116965555",272,453,131,555,882,218
"LOC116965557",61,78,27,74,118,95
"LOC116965558",19,36,10,23,57,28
"LOC116965559",4,9,3,1,1,2
"LOC116965563",56,117,89,52,193,163
"LOC116965564",32,106,37,92,142,74
"LOC116965565",0,25,1,0,4,0
"LOC116965566",0,9,0,0,0,0
"LOC116965568",67,129,36,136,193,154
"LOC116965570",26,72,28,12,70,21
"LOC116965572",0,6,0,0,0,0
"LOC116965574",8,23,7,16,37,20
"LOC116965575",56,181,29,122,199,98
"LOC116965576",5,10,4,8,18,5
"LOC116965577",0,6,0,0,0,0
"LOC116965579",0,3,0,0,5,3
"LOC116965581",31,24,30,89,96,34
"LOC116965582",0,4,2,0,0,0
"LOC116965583",0,23,0,3,7,2
"LOC116965585",0,1,0,0,0,0
"LOC116965596",0,14,0,0,0,0
"LOC116965601",499,884,1862,537,2973,2965
"LOC116965606",9,14,7,8,33,10
"LOC116965612",0,3,8,17,5,17
"LOC116965613",246,309,268,198,423,343
"LOC116965614",35,56,48,32,63,30
"LOC116965620",140,97,124,109,130,68
"LOC116965622",0,9,0,0,0,0
"LOC116965624",133,203,213,134,218,157
"LOC116965633",193,22,90,164,43,139
"LOC116965634",0,2,0,2,1,1
"LOC116965636",89,55,115,63,100,124
"LOC116965644",8,18,9,2,4,2
"LOC116965649",27,89,122,49,63,221
"LOC116965650",0,0,0,0,0,0
"LOC116965652",1,9,2,2,6,2
"LOC116965653",0,0,0,0,0,0
"LOC116965655",0,0,0,0,0,0
"LOC116965657",0,0,0,0,0,0
"LOC116965659",0,0,1,0,0,2
"LOC116965663",0,1,1,0,0,1
"LOC116965664",347,389,391,435,750,739
"LOC116965665",13,41,15,23,48,19
"LOC116965666",0,0,0,0,0,0
"LOC116965667",5,3,0,0,5,3
"LOC116965668",1,1,0,0,2,0
"LOC116965669",18,18,37,5,24,11
"LOC116965670",1,9,3,2,4,1
"LOC116965672",8,7,5,6,8,4
"LOC116965673",0,0,0,0,0,0
"LOC116965674",25,41,34,56,53,23
"LOC116965675",0,3,0,0,0,0
"LOC116965676",0,1,0,0,0,0
"LOC116965679",5,5,2,1,1,8
"LOC116965681",0,14,0,9,4,10
"LOC116965683",1,0,0,1,1,0
"LOC116965686",0,8,0,0,0,0
"LOC116965687",2,4,0,0,0,1
"LOC116965689",125,170,168,160,160,147
"LOC116965690",16,18,6,18,17,7
"LOC116965694",0,2,0,0,0,0
"LOC116965696",0,0,0,0,0,0
"LOC116965697",295,245,294,268,323,279
"LOC116965699",2,0,3,0,2,2
"LOC116965701",1,6,0,1,0,0
"LOC116965702",2,4,1,0,2,0
"LOC116965703",0,11,2,30,133,0
"LOC116965704",0,6,0,0,0,0
"LOC116965708",1689,3427,2233,3607,3758,1493
"LOC116965709",185,424,86,589,289,90
"LOC116965711",19,7,6,2,6,4
"LOC116965713",1,0,1,0,0,1
"LOC116965714",0,7,3,10,8,1
"LOC116965715",78,152,61,135,175,63
"LOC116965716",0,4,0,0,1,0
